timestamp,level,run_id,worker,event,source_id,source_revision_id,message,duration_ms,exit_code
2026-09-14T14:47:01+02:00,INFO,RUN_000011,parse_xml_form,corpus_parse_xml_form_completed,,,XML form parsing completed for revision REV_000006; source=SRC_000006; forms=1; fragments=9; fragments_hash=910c831f0aad10c906cb924fd2f530e66fcc151cd515bbb1f84e8b03e8bf4be8,,
2026-09-14T14:47:03+02:00,INFO,RUN_000012,parse_log,corpus_parse_log_completed,,,Log parsing completed for revision REV_000007; source=SRC_000007; events=4; fragments=4; fragments_hash=3e966632ac83217e1195601c0e3e7aedbcc615fbbf48ec33951c2c1eab39acd4,,
2026-09-14T14:48:29+02:00,INFO,RUN_000013,normalize_docling,corpus_normalization_completed,,,Normalization completed for revision REV_000008; source=SRC_000008; normalized_hash=c1aa34405fc8084b5cec63058f5cead24d682382d3db7ca8ca7b8f28e0eefd12,,
2026-09-14T14:48:31+02:00,INFO,RUN_000014,chunk_docling,corpus_chunking_completed,,,Chunking completed for revision REV_000008; source=SRC_000008; chunks=1; chunks_hash=dc48ae67bb7397a29184839bf7a3a62abb47196116d03788cb376a2929b7d33a,,
2026-09-14T14:50:01+02:00,INFO,RUN_000015,normalize_docling,corpus_normalization_completed,,,Normalization completed for revision REV_000009; source=SRC_000009; normalized_hash=231eb7118fc7d28d4895564a1a8f3e700af97157cf67f85429fa505cc775a725,,
2026-09-14T14:50:02+02:00,INFO,RUN_000016,chunk_docling,corpus_chunking_completed,,,Chunking completed for revision REV_000009; source=SRC_000009; chunks=1; chunks_hash=00eb428013e9f1e454ac25582b6f174aab271c7388dcdaccdd9c0ed4953c302a,,
2026-09-14T15:44:20+02:00,INFO,RUN_000019,parse_ddl,corpus_parse_ddl_completed,,,DDL parsing completed for revision REV_000001; source=SRC_000001; tables=4; fragments=33; fragments_hash=eba35ac438b58d5863f92c496872a46ed3dcf4af08f7cc9c664fc960649c40de,,
2026-09-14T15:44:22+02:00,INFO,RUN_000020,parse_db_code,corpus_parse_db_code_completed,,,SQL code parsing completed for revision REV_000002; source=SRC_000002; procedures=1; triggers=1; fragments=4; fragments_hash=76a808e4483e242c66b6bbdb6f06ce9598f21a7809a914b3b53247278af61296,,
2026-09-14T15:47:36+02:00,INFO,RUN_000021,normalize_docling,corpus_normalization_completed,,,Normalization completed for revision REV_000003; source=SRC_000003; normalized_hash=c5b1eba79c4a4f721424da9e39d4f4213883818033d545d23bfb22559ff8d631,,
2026-09-14T15:47:38+02:00,INFO,RUN_000022,chunk_docling,corpus_chunking_completed,,,Chunking completed for revision REV_000003; source=SRC_000003; chunks=1; chunks_hash=9fd6fef5d197b0b60c2d396bdee0e57cabb46cb7b393748805c7ed456b29b6f0,,
2026-09-14T15:49:14+02:00,INFO,RUN_000023,normalize_docling,corpus_normalization_completed,,,Normalization completed for revision REV_000004; source=SRC_000004; normalized_hash=162bc6928643332def6435648fdc5f048cf14a55a6d090bc152be211e594c156,,
2026-09-14T15:49:16+02:00,INFO,RUN_000024,chunk_docling,corpus_chunking_completed,,,Chunking completed for revision REV_000004; source=SRC_000004; chunks=1; chunks_hash=5eb351051f82d4d35dce85ba9187cf4ab93aa20bc6f97ac8a95678594993448a,,
2026-09-14T15:50:50+02:00,INFO,RUN_000025,normalize_docling,corpus_normalization_completed,,,Normalization completed for revision REV_000005; source=SRC_000005; normalized_hash=bcfab4c7a9f3362cc1d08f0d3c522ab52612614f812c924afbca691b911a077e,,
2026-09-14T15:50:52+02:00,INFO,RUN_000026,chunk_docling,corpus_chunking_completed,,,Chunking completed for revision REV_000005; source=SRC_000005; chunks=1; chunks_hash=e04bd4f4c8a6b34b53f69df721849c8c76bc5e05ee99879ee29520cd815a5179,,
2026-09-14T15:50:54+02:00,INFO,RUN_000027,parse_xml_form,corpus_parse_xml_form_completed,,,XML form parsing completed for revision REV_000006; source=SRC_000006; forms=1; fragments=9; fragments_hash=910c831f0aad10c906cb924fd2f530e66fcc151cd515bbb1f84e8b03e8bf4be8,,
2026-09-14T15:50:56+02:00,INFO,RUN_000028,parse_log,corpus_parse_log_completed,,,Log parsing completed for revision REV_000007; source=SRC_000007; events=4; fragments=4; fragments_hash=3e966632ac83217e1195601c0e3e7aedbcc615fbbf48ec33951c2c1eab39acd4,,
2026-09-14T15:52:23+02:00,INFO,RUN_000029,normalize_docling,corpus_normalization_completed,,,Normalization completed for revision REV_000008; source=SRC_000008; normalized_hash=c1aa34405fc8084b5cec63058f5cead24d682382d3db7ca8ca7b8f28e0eefd12,,
2026-09-14T15:52:25+02:00,INFO,RUN_000030,chunk_docling,corpus_chunking_completed,,,Chunking completed for revision REV_000008; source=SRC_000008; chunks=1; chunks_hash=dc48ae67bb7397a29184839bf7a3a62abb47196116d03788cb376a2929b7d33a,,
2026-09-14T15:53:54+02:00,INFO,RUN_000031,normalize_docling,corpus_normalization_completed,,,Normalization completed for revision REV_000009; source=SRC_000009; normalized_hash=231eb7118fc7d28d4895564a1a8f3e700af97157cf67f85429fa505cc775a725,,
2026-09-14T15:53:56+02:00,INFO,RUN_000032,chunk_docling,corpus_chunking_completed,,,Chunking completed for revision REV_000009; source=SRC_000009; chunks=1; chunks_hash=00eb428013e9f1e454ac25582b6f174aab271c7388dcdaccdd9c0ed4953c302a,,
2026-09-14T15:55:53+02:00,INFO,RUN_000058,build_ai_package,ai_package_completed,,,AI package completed; package=AIPKG_000001; chunks=3; fragments=4,,
2026-09-14T16:29:05+02:00,INFO,RUN_000072,,facts_merge_completed,,,Facts merge completed; batch=CBATCH_000047; records=11; facts_created=3; relations_created=2; conflicts_created=0; skipped=5,,
2026-09-14T16:29:05+02:00,INFO,RUN_000073,,facts_merge_completed,,,Facts merge completed; batch=CBATCH_000048; records=1; facts_created=0; relations_created=1; conflicts_created=0; skipped=0,,
2026-09-14T16:30:53+02:00,INFO,RUN_000080,,facts_merge_completed,,,Facts merge completed; batch=CBATCH_000025; records=1; facts_created=0; relations_created=0; conflicts_created=0; skipped=0,,
2026-09-14T16:30:53+02:00,INFO,RUN_000081,,facts_merge_completed,,,Facts merge completed; batch=CBATCH_000035; records=1; facts_created=0; relations_created=0; conflicts_created=0; skipped=0,,
2026-09-14T16:31:12+02:00,INFO,RUN_000082,,dsl_render_completed,,,DSL render completed; snapshot=DSL_000001; facts=52; relations=16; conflicts=1,,
2026-09-14T16:31:14+02:00,INFO,RUN_000083,,dsl_render_completed,,,DSL render completed; snapshot=DSL_000002; facts=52; relations=16; conflicts=1,,
2026-09-14T16:31:38+02:00,INFO,RUN_000084,,dsl_diff_completed,,,DSL diff completed; from=DSL_000001; to=DSL_000002; changes=1,,
2026-09-14T16:31:39+02:00,INFO,RUN_000085,,gexf_export_completed,,,GEXF export completed; snapshot=DSL_000001; nodes=65; edges=88; orphans=3,,
2026-09-14T16:31:40+02:00,INFO,RUN_000086,,gexf_export_completed,,,GEXF export completed; snapshot=DSL_000002; nodes=65; edges=88; orphans=3,,
2026-09-14T16:31:56+02:00,ERROR,RUN_000087,,gexf_export_failed,,,GEXF export failed; error=strict_orphans: relation REL_000015 references missing target entity tec-9.,,
